"transport_id";"sq_id";"type_transport";"ID";"Name_id";"Name";"OnTerritoryOfMoscow";"AdmArea";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"LittleFunctionalBPAAmount";"BPAAmount";"ObjectStatus";"global_id";"coordinates";"type";"input_people_all";"output_people_all";"one";"count_exit";"input_people";"output_people";"district_id";"district";"adm_area_id";"adm_area"
"907";"0";"Метро";"1110";"Ольховая";"Ольховая, вход-выход 1";"да";"Новомосковский административный округ";"37.45961200";"55.56830900";"подземный";"Ольховая";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:54:10, по 2 пути в 05:45:10; последний поезд по 1 пути в 02:03:55, по 2 пути в 01:04:55";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:54:10, по 2 пути в 05:45:10; последний поезд по 1 пути в 02:03:55, по 2 пути в 01:04:55";NULL;"4";"действует";"930071478";"37.45961200";"55.56830900";"676643";"642494";"1";"1";"676643";"642494";"40";"Сосенское";"4";"Новомосковский"
"908";"0";"Метро";"1111";"Коммунарка";"Коммунарка, вход-выход 2";"да";"Новомосковский административный округ";"37.47041600";"55.55982500";"подземный";"Коммунарка";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:00";"0";"7";"действует";"930071482";"37.47041600";"55.55982500";"954820";"942377";"1";"4";"238705";"235594";"40";"Сосенское";"4";"Новомосковский"
"909";"0";"Метро";"1112";"Коммунарка";"Коммунарка, вход-выход 1";"да";"Новомосковский административный округ";"37.46983200";"55.56013200";"подземный";"Коммунарка";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:01";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:01";"0";"7";"действует";"930071489";"37.46983200";"55.56013200";"954820";"942377";"1";"4";"238705";"235594";"40";"Сосенское";"4";"Новомосковский"
"910";"0";"Метро";"1113";"Коммунарка";"Коммунарка, вход-выход 3";"да";"Новомосковский административный округ";"37.46883400";"55.55968800";"подземный";"Коммунарка";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 02:05:30, по 2 пути в 01:03:00";NULL;"5";"действует";"930071511";"37.46883400";"55.55968800";"954820";"942377";"1";"4";"238705";"235594";"40";"Сосенское";"4";"Новомосковский"
"911";"0";"Метро";"1114";"Коммунарка";"Коммунарка, вход-выход 4";"да";"Новомосковский административный округ";"37.46821200";"55.55943900";"подземный";"Коммунарка";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00, последний поезд по 1 пути в 05:05:30, по 2 пути в 01:03:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00, последний поезд по 1 пути в 05:05:30, по 2 пути в 01:03:00";NULL;"5";"действует";"930071523";"37.46821200";"55.55943900";"954820";"942377";"1";"4";"238705";"235594";"40";"Сосенское";"4";"Новомосковский"
"912";"1577";"Метро";"1115";"Косино";"Косино, вход-выход 5 в вестибюль 1";"да";"Юго-Восточный административный округ";"37.85099100";"55.70281500";"подземный";"Косино";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:40:00, последний поезд по 2 пути в 00:35:50";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:40:00, последний поезд по 2 пути в 00:35:50";NULL;"3";"действует";"930238047";"37.85099100";"55.70281500";"375067";"350579";"1";"2";"187534";"175290";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"913";"1577";"Метро";"1116";"Косино";"Косино, вход-выход 7 в вестибюль 2";"да";"Юго-Восточный административный округ";"37.85028600";"55.70428100";"подземный";"Косино";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:40:00, последний поезд по 2 пути в 00:35:50";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:40:00, последний поезд по 2 пути в 00:35:50";NULL;"6";"действует";"930240593";"37.85028600";"55.70428100";"375067";"350579";"1";"2";"187534";"175290";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"914";"1889";"Метро";"911";"Спортивная";"Спортивная, выход из северного вестибюля";"да";"Центральный административный округ";"37.56551480";"55.72399840";"наземный отдельностоящий";"Спортивная";"Сокольническая линия";"не является объектом культурного наследия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:25, по 2 пути в 05:46:40; последний поезд по 1 пути в 01:32:25, по 2 пути в 01:14:30";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:25, по 2 пути в 05:46:40; последний поезд по 1 пути в 01:32:25, по 2 пути в 01:14:30";"6";"6";"действует";"1032937413";"37.56551480";"55.72399840";"1790196";"1969925";"1";"3";"596732";"656642";"125";"Хамовники";"9";"Центральный"
"915";"2287";"Метро";"912";"Кропоткинская";"Кропоткинская, выход из южного вестибюля";"да";"Центральный административный округ";"37.60167360";"55.74506360";"наземный отдельностоящий";"Кропоткинская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:26:40, по 2 пути в 01:20:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:35, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:26:40, по 2 пути в 01:20:15";"4";"4";"действует";"1032937415";"37.60167360";"55.74506360";"2091014";"2179938";"1";"4";"522754";"544985";"125";"Хамовники";"9";"Центральный"
"916";"2817";"Метро";"924";"Комсомольская";"Комсомольская, вход 1 Сокольнической линии с Ярославского вокзала";"да";"Центральный административный округ";"37.65689760";"55.77748120";"подземный";"Комсомольская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:20, по 2 пути в 05:56:35; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:31:00";"8";"8";"действует";"1032937417";"37.65689760";"55.77748120";"8542064";"7093586";"1";"12";"711839";"591132";"14";"Красносельский";"9";"Центральный"
"917";"2029";"Метро";"921";"Октябрьская";"Октябрьская, выход 2 из вестибюля Кольцевой линии";"да";"Центральный административный округ";"37.61091710";"55.72945940";"наземный, встроенный в здание";"Октябрьская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:15, по 2 пути в 05:41:50; последний поезд по 1 пути в 01:39:25, по 2 пути в 01:20:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:15, по 2 пути в 05:49:40; последний поезд по 1 пути в 01:37:25, по 2 пути в 01:27:00";"2";"2";"действует";"1032937419";"37.61091710";"55.72945940";"972556";"1032738";"1";"4";"243139";"258185";"137";"Якиманка";"9";"Центральный"
"918";"1573";"Метро";"1117";"Юго-Восточная";"Юго-Восточная, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"37.81790720";"55.70512630";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";NULL;"4";"действует";"1032991449";"37.81790720";"55.70512630";"987264";"947300";"1";"4";"246816";"236825";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"919";"1573";"Метро";"1118";"Юго-Восточная";"Юго-Восточная, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"37.81782137";"55.70578660";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";NULL;"4";"действует";"1032991450";"37.81782137";"55.70578660";"987264";"947300";"1";"4";"246816";"236825";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"920";"1573";"Метро";"1119";"Юго-Восточная";"Юго-Восточная, вход-выход 3 в вестибюль";"да";"Юго-Восточный административный округ";"37.81648563";"55.70563210";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";NULL;"4";"действует";"1032991451";"37.81648563";"55.70563210";"987264";"947300";"1";"4";"246816";"236825";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"921";"1573";"Метро";"1120";"Юго-Восточная";"Юго-Восточная, вход-выход 4 в вестибюль";"да";"Юго-Восточный административный округ";"37.81682895";"55.70587450";"подземный";"Юго-Восточная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";NULL;"4";"действует";"1032991456";"37.81682895";"55.70587450";"987264";"947300";"1";"4";"246816";"236825";"59";"Выхино-Жулебино";"10";"Юго-Восточный"
"922";"1848";"Метро";"1121";"Окская";"Окская, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"37.78048645";"55.71872530";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";NULL;"6";"действует";"1032991458";"37.78048645";"55.71872530";"585866";"569228";"1";"4";"146467";"142307";"139";"Рязанский";"10";"Юго-Восточный"
"923";"1848";"Метро";"1122";"Окская";"Окская, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"37.78106045";"55.71909170";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";NULL;"6";"действует";"1032991459";"37.78106045";"55.71909170";"585866";"569228";"1";"4";"146467";"142307";"139";"Рязанский";"10";"Юго-Восточный"
"924";"1848";"Метро";"1123";"Окская";"Окская, вход-выход 3 в вестибюль";"да";"Юго-Восточный административный округ";"37.78131257";"55.71946710";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";NULL;"6";"действует";"1032991460";"37.78131257";"55.71946710";"585866";"569228";"1";"4";"146467";"142307";"139";"Рязанский";"10";"Юго-Восточный"
"925";"1848";"Метро";"1124";"Окская";"Окская, вход-выход 4 в вестибюль";"да";"Юго-Восточный административный округ";"37.78217712";"55.71860040";"подземный";"Окская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:41:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:15:00";NULL;"6";"действует";"1032991461";"37.78217712";"55.71860040";"585866";"569228";"1";"4";"146467";"142307";"139";"Рязанский";"10";"Юго-Восточный"
"926";"0";"Метро";"1125";"Стахановская";"Стахановская, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"37.75292723";"55.72746580";"подземный";"Стахановская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:44:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:12:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:44:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:12:00";NULL;"5";"действует";"1032991462";"37.75292723";"55.72746580";"559850";"502557";"1";"2";"279925";"251279";"139";"Рязанский";"10";"Юго-Восточный"
"927";"0";"Метро";"1126";"Стахановская";"Стахановская, вход-выход 2 в вестибюль";"да";"Юго-Восточный административный округ";"37.75149493";"55.72718730";"подземный";"Стахановская";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:44:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:12:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:44:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:20:00, по 2 пути в 01:12:00";"0";"5";"действует";"1032991463";"37.75149493";"55.72718730";"559850";"502557";"1";"2";"279925";"251279";"139";"Рязанский";"10";"Юго-Восточный"
"928";"2111";"Метро";"1130";"Нижегородская";"Нижегородская, вход-выход 4 в вестибюль номер 1";"да";"Юго-Восточный административный округ";"37.72930200";"55.73202400";"наземный отдельностоящий";"Нижегородская";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00";NULL;"9";"действует";"1032991511";"37.72930200";"55.73202400";"956004";"1218996";"1";"7";"136572";"174142";"21";"Нижегородский";"10";"Юго-Восточный"
"929";"2653";"Метро";"1132";"Лефортово";"Лефортово, вход-выход 1 в вестибюль";"да";"Юго-Восточный административный округ";"37.70492863";"55.76446390";"подземный";"Лефортово";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:51:00; последний поезд по по 2 пути в 01:03:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 2 пути в 05:51:00; последний поезд по по 2 пути в 01:03:00";NULL;"5";"действует";"1032991592";"37.70492863";"55.76446390";"588788";"588697";"1";"1";"588788";"588697";"79";"Лефортово";"10";"Юго-Восточный"
"930";"3536";"Метро";"1133";"Фонвизинская";"Фонвизинская, вход-выход 4 в 1-й вестибюль";"да";"Северо-Восточный административный округ";"37.58905600";"55.82173000";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"3";"3";"действует";"1034720951";"37.58905600";"55.82173000";"1246864";"1237597";"1";"4";"311716";"309399";"7";"Бутырский";"6";"Северо-Восточный"
"931";"3536";"Метро";"1134";"Фонвизинская";"Фонвизинская, вход-выход 1 во 2-й вестибюль";"да";"Северо-Восточный административный округ";"37.58607400";"55.82359500";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"3";"3";"действует";"1034721000";"37.58607400";"55.82359500";"1246864";"1237597";"1";"4";"311716";"309399";"7";"Бутырский";"6";"Северо-Восточный"
"932";"3536";"Метро";"1135";"Фонвизинская";"Фонвизинская, вход-выход 2 во 2-й вестибюль";"да";"Северо-Восточный административный округ";"37.58654600";"55.82401700";"подземный";"Фонвизинская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:52:00";"3";"3";"действует";"1034721026";"37.58654600";"55.82401700";"1246864";"1237597";"1";"4";"311716";"309399";"7";"Бутырский";"6";"Северо-Восточный"
"933";"4167";"Метро";"1136";"Ховрино";"Ховрино, вход-выход 2 во 2-й вестибюль";"да";"Северный административный округ";"37.48000190";"55.87854250";"подземный";"Ховрино";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:30; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:30; последний поезд по 2 пути в 01:03:00";"4";"4";"действует";"1034721029";"37.48000190";"55.87854250";"3847454";"3525138";"1";"6";"641242";"587523";"126";"Ховрино";"5";"Северный"
"934";"4167";"Метро";"1137";"Ховрино";"Ховрино, вход-выход 3 во 2-й вестибюль";"да";"Северный административный округ";"37.48029430";"55.87800270";"подземный";"Ховрино";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:30; последний поезд по 2 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:30; последний поезд по 2 пути в 01:03:00";"4";"4";"действует";"1034721036";"37.48029430";"55.87800270";"3847454";"3525138";"1";"6";"641242";"587523";"126";"Ховрино";"5";"Северный"
"935";"2793";"Метро";"1138";"Хорошёво";"Хорошёво, вход-выход 2";"да";"Северо-Западный административный округ";"37.50648100";"55.77771100";"наземный отдельностоящий";"Хорошёво";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:00, по 2 пути 5:38:00; последний поезд по 1 пути в 23:34:00, по 2 пути в 22:58:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:06:00, по 2 пути 5:38:00; последний поезд по 1 пути в 23:34:00, по 2 пути в 22:58:01";"3";"3";"действует";"1034721044";"37.50648100";"55.77771100";"697995";"741342";"1";"2";"348998";"370671";"127";"Хорошёво-Мнёвники";"7";"Северо-Западный"
"936";"2796";"Метро";"1139";"Хорошёвская";"Хорошёвская, вход-выход 5 во 2-й вестибюль";"да";"Северный административный округ";"37.52082800";"55.77792600";"подземный";"Хорошёвская";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд в сторону станции «Рассказовка» по 1 пути 05:45:15, по 2 пути 05:41:00, в сторону станции метро «Деловой Центр» по 1 пути в 05:50:15; последний поезд в сторону станции «Рассказовка» по 1 пути 01:11:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд в сторону станции «Рассказовка» по 1 пути 05:45:15, по 2 пути 05:41:00, в сторону станции метро «Деловой Центр» по 1 пути в 05:50:15; последний поезд в сторону станции «Рассказовка» по 1 пути 01:11:20";"3";"3";"действует";"1034721055";"37.52082800";"55.77792600";"744764";"761255";"1";"3";"248255";"253752";"144";"Хорошёвский";"5";"Северный"
"937";"2510";"Метро";"1140";"Шелепиха";"Шелепиха, вход-выход 3";"да";"Центральный административный округ";"37.52595206";"55.75659421";"наземный отдельностоящий";"Шелепиха";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути 5:41:00; последний поезд по 1 пути в 23:30:00, по 2 пути в 23:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути 5:41:00; последний поезд по 1 пути в 23:30:00, по 2 пути в 23:01:00";"2";"2";"действует";"1034721184";"37.52595206";"55.75659421";"931019";"952325";"1";"4";"232755";"238081";"45";"Пресненский";"9";"Центральный"
"938";"2488";"Метро";"1141";"Авиамоторная";"Авиамоторная, вход-выход 1 в вестибюль (НКР)";"да";"Восточный административный округ";"37.71947796";"55.75324630";"подземный";"Авиамоторная";"Некрасовская линия";"не является объектом культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:52:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:05:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:52:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:05:00";NULL;NULL;"действует";"1034752102";"37.71947796";"55.75324630";"587907";"587602";"1";"10";"58791";"58760";"115";"Соколиная Гора";"1";"Восточный"
"939";"3374";"Метро";"1142";"Бутырская";"Бутырская, вход-выход 4 в вестибюль 1";"да";"Северо-Восточный административный округ";"37.60434700";"55.81252300";"подземный";"Бутырская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00";"2";"2";"действует";"1035316206";"37.60434700";"55.81252300";"1221934";"1267713";"1";"4";"305484";"316928";"7";"Бутырский";"6";"Северо-Восточный"
"940";"2983";"Метро";"1146";"Измайлово";"Измайлово, вход-выход 3";"да";"Восточный административный округ";"37.74272900";"55.78846100";"наземный отдельностоящий";"Измайлово";"Московское центральное кольцо";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути 5:45:00; последний поезд по 1 пути в 23:32:00, по 2 пути в 23:13:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути 5:45:00; последний поезд по 1 пути в 23:32:00, по 2 пути в 23:13:00";"0";"4";"действует";"1035316210";"37.74272900";"55.78846100";"867985";"941047";"1";"3";"289328";"313682";"115";"Соколиная Гора";"1";"Восточный"
"941";"0";"Метро";"1147";"Измайловская";"Измайловская, вход-выход 3 в восточный вестибюль";"да";"Восточный административный округ";"37.78322800";"55.78762000";"наземный отдельностоящий";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"1";"1";"действует";"1035316211";"37.78322800";"55.78762000";"1628601";"1631644";"1";"7";"232657";"233092";"67";"Измайлово";"1";"Восточный"
"942";"0";"Метро";"1148";"Измайловская";"Измайловская, вход-выход 4 в западный вестибюль";"да";"Восточный административный округ";"37.78015200";"55.78761100";"наземный отдельностоящий";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"1";"1";"действует";"1035316212";"37.78015200";"55.78761100";"1628601";"1631644";"1";"7";"232657";"233092";"67";"Измайлово";"1";"Восточный"
"943";"0";"Метро";"1149";"Измайловская";"Измайловская, вход-выход 7 в западный вестибюль";"да";"Восточный административный округ";"37.78014300";"55.78780000";"подземный";"Измайловская";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 06:04:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"1";"1";"действует";"1035316213";"37.78014300";"55.78780000";"1628601";"1631644";"1";"7";"232657";"233092";"67";"Измайлово";"1";"Восточный"
